seed,noise_std,subject,accuracy,num_samples
466049477,0.12,formal_logic,0.40476190476190477,126
466049477,0.12,high_school_statistics,0.5231481481481481,216
466049477,0.12,international_law,0.7355371900826446,121
466049477,0.12,ALL_FILTERED,0.5502717391304348,736
466049477,0.13,college_computer_science,0.43,100
466049477,0.13,college_medicine,0.6127167630057804,173
466049477,0.13,formal_logic,0.38095238095238093,126
466049477,0.13,high_school_statistics,0.5092592592592593,216
466049477,0.13,international_law,0.7851239669421488,121
466049477,0.13,ALL_FILTERED,0.5461956521739131,736
466049477,0.14,college_computer_science,0.45,100
466049477,0.14,college_medicine,0.6242774566473989,173
466049477,0.14,formal_logic,0.373015873015873,126
466049477,0.14,high_school_statistics,0.5231481481481481,216
466049477,0.14,international_law,0.768595041322314,121
466049477,0.14,ALL_FILTERED,0.5516304347826086,736
466049477,0.15,college_computer_science,0.43,100
466049477,0.15,college_medicine,0.6011560693641619,173
466049477,0.15,formal_logic,0.3968253968253968,126
466049477,0.15,high_school_statistics,0.4861111111111111,216
466049477,0.15,international_law,0.7520661157024794,121
466049477,0.15,ALL_FILTERED,0.5339673913043478,736
466049477,0.16,college_computer_science,0.37,100
466049477,0.16,college_medicine,0.5606936416184971,173
466049477,0.16,formal_logic,0.4126984126984127,126
466049477,0.16,high_school_statistics,0.5185185185185185,216
466049477,0.16,international_law,0.6776859504132231,121
466049477,0.16,ALL_FILTERED,0.5163043478260869,736
466049477,0.17,college_computer_science,0.34,100
466049477,0.17,college_medicine,0.5260115606936416,173
466049477,0.17,formal_logic,0.38095238095238093,126
466049477,0.17,high_school_statistics,0.4675925925925926,216
466049477,0.17,international_law,0.6363636363636364,121
466049477,0.17,ALL_FILTERED,0.47690217391304346,736
466049477,0.18,college_computer_science,0.32,100
466049477,0.18,college_medicine,0.5549132947976878,173
466049477,0.18,formal_logic,0.373015873015873,126
466049477,0.18,high_school_statistics,0.48148148148148145,216
466049477,0.18,international_law,0.6446280991735537,121
466049477,0.18,ALL_FILTERED,0.485054347826087,736
466049477,0.19,college_computer_science,0.34,100
466049477,0.19,college_medicine,0.5028901734104047,173
466049477,0.19,formal_logic,0.373015873015873,126
466049477,0.19,high_school_statistics,0.5,216
466049477,0.19,international_law,0.6528925619834711,121
466049477,0.19,ALL_FILTERED,0.48233695652173914,736
466049477,0.2,college_computer_science,0.34,100
466049477,0.2,college_medicine,0.5144508670520231,173
466049477,0.2,formal_logic,0.31746031746031744,126
466049477,0.2,high_school_statistics,0.4861111111111111,216
466049477,0.2,international_law,0.6776859504132231,121
466049477,0.2,ALL_FILTERED,0.47554347826086957,736
466049477,0.21,college_computer_science,0.37,100
466049477,0.21,college_medicine,0.5144508670520231,173
466049477,0.21,formal_logic,0.3492063492063492,126
466049477,0.21,high_school_statistics,0.41203703703703703,216
466049477,0.21,international_law,0.5619834710743802,121
466049477,0.21,ALL_FILTERED,0.44429347826086957,736
466049477,0.22,college_computer_science,0.39,100
466049477,0.22,college_medicine,0.45664739884393063,173
466049477,0.22,formal_logic,0.3253968253968254,126
466049477,0.22,high_school_statistics,0.4444444444444444,216
466049477,0.22,international_law,0.6115702479338843,121
466049477,0.22,ALL_FILTERED,0.4470108695652174,736
466049477,0.23,college_computer_science,0.35,100
466049477,0.23,college_medicine,0.3872832369942196,173
466049477,0.23,formal_logic,0.31746031746031744,126
466049477,0.23,high_school_statistics,0.4351851851851852,216
466049477,0.23,international_law,0.5206611570247934,121
466049477,0.23,ALL_FILTERED,0.40625,736
466049477,0.24,college_computer_science,0.29,100
466049477,0.24,college_medicine,0.3930635838150289,173
466049477,0.24,formal_logic,0.30158730158730157,126
466049477,0.24,high_school_statistics,0.4074074074074074,216
466049477,0.24,international_law,0.4462809917355372,121
466049477,0.24,ALL_FILTERED,0.3763586956521739,736
466049477,0.25,college_computer_science,0.32,100
466049477,0.25,college_medicine,0.3583815028901734,173
466049477,0.25,formal_logic,0.3412698412698413,126
466049477,0.25,high_school_statistics,0.4398148148148148,216
466049477,0.25,international_law,0.47107438016528924,121
466049477,0.25,ALL_FILTERED,0.39266304347826086,736
466049477,0.26,college_computer_science,0.38,100
466049477,0.26,college_medicine,0.37572254335260113,173
466049477,0.26,formal_logic,0.3333333333333333,126
466049477,0.26,high_school_statistics,0.41203703703703703,216
466049477,0.26,international_law,0.3884297520661157,121
466049477,0.26,ALL_FILTERED,0.38179347826086957,736
466049477,0.27,college_computer_science,0.3,100
466049477,0.27,college_medicine,0.3815028901734104,173
466049477,0.27,formal_logic,0.2857142857142857,126
466049477,0.27,high_school_statistics,0.42592592592592593,216
466049477,0.27,international_law,0.2892561983471074,121
466049477,0.27,ALL_FILTERED,0.35190217391304346,736
466049477,0.28,college_computer_science,0.31,100
466049477,0.28,college_medicine,0.3352601156069364,173
466049477,0.28,formal_logic,0.35714285714285715,126
466049477,0.28,high_school_statistics,0.4166666666666667,216
466049477,0.28,international_law,0.34710743801652894,121
466049477,0.28,ALL_FILTERED,0.36141304347826086,736
466049477,0.29,college_computer_science,0.31,100
466049477,0.29,college_medicine,0.28901734104046245,173
466049477,0.29,formal_logic,0.29365079365079366,126
466049477,0.29,high_school_statistics,0.41203703703703703,216
466049477,0.29,international_law,0.2809917355371901,121
466049477,0.29,ALL_FILTERED,0.327445652173913,736
466049477,0.3,college_computer_science,0.34,100
466049477,0.3,college_medicine,0.31213872832369943,173
466049477,0.3,formal_logic,0.29365079365079366,126
466049477,0.3,high_school_statistics,0.4074074074074074,216
466049477,0.3,international_law,0.256198347107438,121
466049477,0.3,ALL_FILTERED,0.33152173913043476,736
466049477,0.31,college_computer_science,0.24,100
466049477,0.31,college_medicine,0.3179190751445087,173
466049477,0.31,formal_logic,0.2857142857142857,126
466049477,0.31,high_school_statistics,0.38425925925925924,216
466049477,0.31,international_law,0.2727272727272727,121
466049477,0.31,ALL_FILTERED,0.3138586956521739,736
466049477,0.32,college_computer_science,0.25,100
466049477,0.32,college_medicine,0.27167630057803466,173
466049477,0.32,formal_logic,0.30952380952380953,126
466049477,0.32,high_school_statistics,0.4861111111111111,216
466049477,0.32,international_law,0.18181818181818182,121
466049477,0.32,ALL_FILTERED,0.3233695652173913,736
466049477,0.33,college_computer_science,0.29,100
466049477,0.33,college_medicine,0.32947976878612717,173
466049477,0.33,formal_logic,0.30158730158730157,126
466049477,0.33,high_school_statistics,0.4305555555555556,216
466049477,0.33,international_law,0.15702479338842976,121
466049477,0.33,ALL_FILTERED,0.32065217391304346,736
466049477,0.34,college_computer_science,0.29,100
466049477,0.34,college_medicine,0.3063583815028902,173
466049477,0.34,formal_logic,0.25396825396825395,126
466049477,0.34,high_school_statistics,0.4537037037037037,216
466049477,0.34,international_law,0.2892561983471074,121
466049477,0.34,ALL_FILTERED,0.33559782608695654,736
466049477,0.35,college_computer_science,0.3,100
466049477,0.35,college_medicine,0.3468208092485549,173
466049477,0.35,formal_logic,0.23809523809523808,126
466049477,0.35,high_school_statistics,0.4444444444444444,216
466049477,0.35,international_law,0.2066115702479339,121
466049477,0.35,ALL_FILTERED,0.327445652173913,736
466049477,0.36,college_computer_science,0.26,100
466049477,0.36,college_medicine,0.24277456647398843,173
466049477,0.36,formal_logic,0.25396825396825395,126
466049477,0.36,high_school_statistics,0.4351851851851852,216
466049477,0.36,international_law,0.17355371900826447,121
466049477,0.36,ALL_FILTERED,0.2921195652173913,736
466049477,0.37,college_computer_science,0.34,100
466049477,0.37,college_medicine,0.24277456647398843,173
466049477,0.37,formal_logic,0.3253968253968254,126
466049477,0.37,high_school_statistics,0.35648148148148145,216
466049477,0.37,international_law,0.2396694214876033,121
466049477,0.37,ALL_FILTERED,0.3029891304347826,736
466049477,0.38,college_computer_science,0.25,100
466049477,0.38,college_medicine,0.2658959537572254,173
466049477,0.38,formal_logic,0.21428571428571427,126
466049477,0.38,high_school_statistics,0.39814814814814814,216
466049477,0.38,international_law,0.2231404958677686,121
466049477,0.38,ALL_FILTERED,0.2866847826086957,736
466049477,0.39,college_computer_science,0.27,100
466049477,0.39,college_medicine,0.23121387283236994,173
466049477,0.39,formal_logic,0.3253968253968254,126
466049477,0.39,high_school_statistics,0.3333333333333333,216
466049477,0.39,international_law,0.24793388429752067,121
466049477,0.39,ALL_FILTERED,0.28532608695652173,736
466049477,0.4,college_computer_science,0.32,100
466049477,0.4,college_medicine,0.2658959537572254,173
466049477,0.4,formal_logic,0.29365079365079366,126
466049477,0.4,high_school_statistics,0.39351851851851855,216
466049477,0.4,international_law,0.2066115702479339,121
466049477,0.4,ALL_FILTERED,0.30570652173913043,736
466049477,0.41,college_computer_science,0.3,100
466049477,0.41,college_medicine,0.2658959537572254,173
466049477,0.41,formal_logic,0.20634920634920634,126
466049477,0.41,high_school_statistics,0.30092592592592593,216
466049477,0.41,international_law,0.2396694214876033,121
466049477,0.41,ALL_FILTERED,0.266304347826087,736
466049477,0.42,college_computer_science,0.29,100
466049477,0.42,college_medicine,0.23121387283236994,173
466049477,0.42,formal_logic,0.30952380952380953,126
466049477,0.42,high_school_statistics,0.25462962962962965,216
466049477,0.42,international_law,0.23140495867768596,121
466049477,0.42,ALL_FILTERED,0.2595108695652174,736
466049477,0.43,college_computer_science,0.36,100
466049477,0.43,college_medicine,0.28901734104046245,173
466049477,0.43,formal_logic,0.2857142857142857,126
466049477,0.43,high_school_statistics,0.36574074074074076,216
466049477,0.43,international_law,0.2231404958677686,121
466049477,0.43,ALL_FILTERED,0.30978260869565216,736
466049477,0.44,college_computer_science,0.24,100
466049477,0.44,college_medicine,0.31213872832369943,173
466049477,0.44,formal_logic,0.3492063492063492,126
466049477,0.44,high_school_statistics,0.3333333333333333,216
466049477,0.44,international_law,0.24793388429752067,121
466049477,0.44,ALL_FILTERED,0.30434782608695654,736
466049477,0.45,college_computer_science,0.32,100
466049477,0.45,college_medicine,0.26011560693641617,173
466049477,0.45,formal_logic,0.31746031746031744,126
466049477,0.45,high_school_statistics,0.3148148148148148,216
466049477,0.45,international_law,0.3140495867768595,121
466049477,0.45,ALL_FILTERED,0.3029891304347826,736
466049477,0.46,college_computer_science,0.33,100
466049477,0.46,college_medicine,0.23121387283236994,173
466049477,0.46,formal_logic,0.2698412698412698,126
466049477,0.46,high_school_statistics,0.3148148148148148,216
466049477,0.46,international_law,0.23140495867768596,121
466049477,0.46,ALL_FILTERED,0.2758152173913043,736
466049477,0.47,college_computer_science,0.27,100
466049477,0.47,college_medicine,0.24277456647398843,173
466049477,0.47,formal_logic,0.21428571428571427,126
466049477,0.47,high_school_statistics,0.27314814814814814,216
466049477,0.47,international_law,0.23140495867768596,121
466049477,0.47,ALL_FILTERED,0.24864130434782608,736
466049477,0.48,college_computer_science,0.25,100
466049477,0.48,college_medicine,0.28901734104046245,173
466049477,0.48,formal_logic,0.30158730158730157,126
466049477,0.48,high_school_statistics,0.2962962962962963,216
466049477,0.48,international_law,0.19834710743801653,121
466049477,0.48,ALL_FILTERED,0.27309782608695654,736
466049477,0.49,college_computer_science,0.28,100
466049477,0.49,college_medicine,0.19653179190751446,173
466049477,0.49,formal_logic,0.2698412698412698,126
466049477,0.49,high_school_statistics,0.2638888888888889,216
466049477,0.49,international_law,0.256198347107438,121
466049477,0.49,ALL_FILTERED,0.25,736
74122024,0.0,college_computer_science,0.49,100
74122024,0.0,college_medicine,0.6763005780346821,173
74122024,0.0,formal_logic,0.46825396825396826,126
74122024,0.0,high_school_statistics,0.5833333333333334,216
74122024,0.0,international_law,0.8181818181818182,121
74122024,0.0,ALL_FILTERED,0.6114130434782609,736
74122024,0.01,college_computer_science,0.51,100
74122024,0.01,college_medicine,0.6589595375722543,173
74122024,0.01,formal_logic,0.4603174603174603,126
74122024,0.01,high_school_statistics,0.5833333333333334,216
74122024,0.01,international_law,0.8099173553719008,121
74122024,0.01,ALL_FILTERED,0.6073369565217391,736
74122024,0.02,college_computer_science,0.51,100
74122024,0.02,college_medicine,0.6473988439306358,173
74122024,0.02,formal_logic,0.46825396825396826,126
74122024,0.02,high_school_statistics,0.5648148148148148,216
74122024,0.02,international_law,0.8099173553719008,121
74122024,0.02,ALL_FILTERED,0.6005434782608695,736
74122024,0.03,college_computer_science,0.49,100
74122024,0.03,college_medicine,0.6647398843930635,173
74122024,0.03,formal_logic,0.4444444444444444,126
74122024,0.03,high_school_statistics,0.5648148148148148,216
74122024,0.03,international_law,0.8264462809917356,121
74122024,0.03,ALL_FILTERED,0.6005434782608695,736
74122024,0.04,college_computer_science,0.5,100
74122024,0.04,college_medicine,0.653179190751445,173
74122024,0.04,formal_logic,0.4523809523809524,126
74122024,0.04,high_school_statistics,0.5833333333333334,216
74122024,0.04,international_law,0.8264462809917356,121
74122024,0.04,ALL_FILTERED,0.6059782608695652,736
74122024,0.05,college_computer_science,0.51,100
74122024,0.05,college_medicine,0.6473988439306358,173
74122024,0.05,formal_logic,0.4603174603174603,126
74122024,0.05,high_school_statistics,0.5833333333333334,216
74122024,0.05,international_law,0.8429752066115702,121
74122024,0.05,ALL_FILTERED,0.6100543478260869,736
74122024,0.06,college_computer_science,0.52,100
74122024,0.06,college_medicine,0.653179190751445,173
74122024,0.06,formal_logic,0.4444444444444444,126
74122024,0.06,high_school_statistics,0.5601851851851852,216
74122024,0.06,international_law,0.8429752066115702,121
74122024,0.06,ALL_FILTERED,0.6032608695652174,736
74122024,0.07,college_computer_science,0.49,100
74122024,0.07,college_medicine,0.6242774566473989,173
74122024,0.07,formal_logic,0.46825396825396826,126
74122024,0.07,high_school_statistics,0.5833333333333334,216
74122024,0.07,international_law,0.8016528925619835,121
74122024,0.07,ALL_FILTERED,0.5964673913043478,736
74122024,0.08,college_computer_science,0.48,100
74122024,0.08,college_medicine,0.6242774566473989,173
74122024,0.08,formal_logic,0.5,126
74122024,0.08,high_school_statistics,0.5416666666666666,216
74122024,0.08,international_law,0.8016528925619835,121
74122024,0.08,ALL_FILTERED,0.5883152173913043,736
74122024,0.09,college_computer_science,0.46,100
74122024,0.09,college_medicine,0.630057803468208,173
74122024,0.09,formal_logic,0.4603174603174603,126
74122024,0.09,high_school_statistics,0.5416666666666666,216
74122024,0.09,international_law,0.7933884297520661,121
74122024,0.09,ALL_FILTERED,0.5788043478260869,736
74122024,0.1,college_computer_science,0.45,100
74122024,0.1,college_medicine,0.6127167630057804,173
74122024,0.1,formal_logic,0.40476190476190477,126
74122024,0.1,high_school_statistics,0.5833333333333334,216
74122024,0.1,international_law,0.7851239669421488,121
74122024,0.1,ALL_FILTERED,0.5747282608695652,736
74122024,0.11,college_computer_science,0.48,100
74122024,0.11,college_medicine,0.5953757225433526,173
74122024,0.11,formal_logic,0.48412698412698413,126
74122024,0.11,high_school_statistics,0.5185185185185185,216
74122024,0.11,international_law,0.7768595041322314,121
74122024,0.11,ALL_FILTERED,0.5679347826086957,736
74122024,0.12,college_computer_science,0.43,100
74122024,0.12,college_medicine,0.6242774566473989,173
74122024,0.12,formal_logic,0.4444444444444444,126
74122024,0.12,high_school_statistics,0.5046296296296297,216
74122024,0.12,international_law,0.7355371900826446,121
74122024,0.12,ALL_FILTERED,0.5502717391304348,736
74122024,0.13,college_computer_science,0.45,100
74122024,0.13,college_medicine,0.6242774566473989,173
74122024,0.13,formal_logic,0.40476190476190477,126
74122024,0.13,high_school_statistics,0.5138888888888888,216
74122024,0.13,international_law,0.743801652892562,121
74122024,0.13,ALL_FILTERED,0.5502717391304348,736
74122024,0.14,college_computer_science,0.4,100
74122024,0.14,college_medicine,0.5895953757225434,173
74122024,0.14,formal_logic,0.40476190476190477,126
74122024,0.14,high_school_statistics,0.5185185185185185,216
74122024,0.14,international_law,0.6776859504132231,121
74122024,0.14,ALL_FILTERED,0.5258152173913043,736
74122024,0.15,college_computer_science,0.39,100
74122024,0.15,college_medicine,0.630057803468208,173
74122024,0.15,formal_logic,0.3333333333333333,126
74122024,0.15,high_school_statistics,0.5231481481481481,216
74122024,0.15,international_law,0.71900826446281,121
74122024,0.15,ALL_FILTERED,0.529891304347826,736
74122024,0.16,college_computer_science,0.43,100
74122024,0.16,college_medicine,0.5549132947976878,173
74122024,0.16,formal_logic,0.42063492063492064,126
74122024,0.16,high_school_statistics,0.5092592592592593,216
74122024,0.16,international_law,0.743801652892562,121
74122024,0.16,ALL_FILTERED,0.532608695652174,736
74122024,0.17,college_computer_science,0.39,100
74122024,0.17,college_medicine,0.5202312138728323,173
74122024,0.17,formal_logic,0.36507936507936506,126
74122024,0.17,high_school_statistics,0.4861111111111111,216
74122024,0.17,international_law,0.6859504132231405,121
74122024,0.17,ALL_FILTERED,0.49320652173913043,736
74122024,0.18,college_computer_science,0.41,100
74122024,0.18,college_medicine,0.5838150289017341,173
74122024,0.18,formal_logic,0.3253968253968254,126
74122024,0.18,high_school_statistics,0.4583333333333333,216
74122024,0.18,international_law,0.7107438016528925,121
74122024,0.18,ALL_FILTERED,0.5,736
74122024,0.19,college_computer_science,0.35,100
74122024,0.19,college_medicine,0.4913294797687861,173
74122024,0.19,formal_logic,0.3968253968253968,126
74122024,0.19,high_school_statistics,0.4722222222222222,216
74122024,0.19,international_law,0.6859504132231405,121
74122024,0.19,ALL_FILTERED,0.48233695652173914,736
74122024,0.2,college_computer_science,0.4,100
74122024,0.2,college_medicine,0.5086705202312138,173
74122024,0.2,formal_logic,0.2777777777777778,126
74122024,0.2,high_school_statistics,0.4537037037037037,216
74122024,0.2,international_law,0.5867768595041323,121
74122024,0.2,ALL_FILTERED,0.45108695652173914,736
74122024,0.21,college_computer_science,0.39,100
74122024,0.21,college_medicine,0.5086705202312138,173
74122024,0.21,formal_logic,0.3333333333333333,126
74122024,0.21,high_school_statistics,0.46296296296296297,216
74122024,0.21,international_law,0.5867768595041323,121
74122024,0.21,ALL_FILTERED,0.46195652173913043,736
74122024,0.22,college_computer_science,0.35,100
74122024,0.22,college_medicine,0.4508670520231214,173
74122024,0.22,formal_logic,0.30158730158730157,126
74122024,0.22,high_school_statistics,0.4398148148148148,216
74122024,0.22,international_law,0.5950413223140496,121
74122024,0.22,ALL_FILTERED,0.4320652173913043,736
74122024,0.23,college_computer_science,0.32,100
74122024,0.23,college_medicine,0.42196531791907516,173
74122024,0.23,formal_logic,0.3333333333333333,126
74122024,0.23,high_school_statistics,0.44907407407407407,216
74122024,0.23,international_law,0.5950413223140496,121
74122024,0.23,ALL_FILTERED,0.42934782608695654,736
74122024,0.24,college_computer_science,0.29,100
74122024,0.24,college_medicine,0.4161849710982659,173
74122024,0.24,formal_logic,0.35714285714285715,126
74122024,0.24,high_school_statistics,0.4444444444444444,216
74122024,0.24,international_law,0.45454545454545453,121
74122024,0.24,ALL_FILTERED,0.40353260869565216,736
74122024,0.25,college_computer_science,0.34,100
74122024,0.25,college_medicine,0.41040462427745666,173
74122024,0.25,formal_logic,0.3253968253968254,126
74122024,0.25,high_school_statistics,0.4027777777777778,216
74122024,0.25,international_law,0.4214876033057851,121
74122024,0.25,ALL_FILTERED,0.3858695652173913,736
74122024,0.26,college_computer_science,0.31,100
74122024,0.26,college_medicine,0.37572254335260113,173
74122024,0.26,formal_logic,0.36507936507936506,126
74122024,0.26,high_school_statistics,0.39351851851851855,216
74122024,0.26,international_law,0.38016528925619836,121
74122024,0.26,ALL_FILTERED,0.37092391304347827,736
74122024,0.27,college_computer_science,0.34,100
74122024,0.27,college_medicine,0.3872832369942196,173
74122024,0.27,formal_logic,0.2619047619047619,126
74122024,0.27,high_school_statistics,0.4027777777777778,216
74122024,0.27,international_law,0.4214876033057851,121
74122024,0.27,ALL_FILTERED,0.3695652173913043,736
74122024,0.28,college_computer_science,0.36,100
74122024,0.28,college_medicine,0.3179190751445087,173
74122024,0.28,formal_logic,0.2857142857142857,126
74122024,0.28,high_school_statistics,0.37962962962962965,216
74122024,0.28,international_law,0.38016528925619836,121
74122024,0.28,ALL_FILTERED,0.34646739130434784,736
74122024,0.29,college_computer_science,0.33,100
74122024,0.29,college_medicine,0.30057803468208094,173
74122024,0.29,formal_logic,0.2857142857142857,126
74122024,0.29,high_school_statistics,0.4027777777777778,216
74122024,0.29,international_law,0.30578512396694213,121
74122024,0.29,ALL_FILTERED,0.3328804347826087,736
74122024,0.3,college_computer_science,0.28,100
74122024,0.3,college_medicine,0.3352601156069364,173
74122024,0.3,formal_logic,0.2619047619047619,126
74122024,0.3,high_school_statistics,0.42592592592592593,216
74122024,0.3,international_law,0.21487603305785125,121
74122024,0.3,ALL_FILTERED,0.3220108695652174,736
74122024,0.31,college_computer_science,0.33,100
74122024,0.31,college_medicine,0.30057803468208094,173
74122024,0.31,formal_logic,0.30158730158730157,126
74122024,0.31,high_school_statistics,0.4074074074074074,216
74122024,0.31,international_law,0.256198347107438,121
74122024,0.31,ALL_FILTERED,0.328804347826087,736
74122024,0.32,college_computer_science,0.29,100
74122024,0.32,college_medicine,0.2832369942196532,173
74122024,0.32,formal_logic,0.24603174603174602,126
74122024,0.32,high_school_statistics,0.41203703703703703,216
74122024,0.32,international_law,0.2231404958677686,121
74122024,0.32,ALL_FILTERED,0.30570652173913043,736
74122024,0.33,college_computer_science,0.33,100
74122024,0.33,college_medicine,0.26011560693641617,173
74122024,0.33,formal_logic,0.25396825396825395,126
74122024,0.33,high_school_statistics,0.48148148148148145,216
74122024,0.33,international_law,0.24793388429752067,121
74122024,0.33,ALL_FILTERED,0.33152173913043476,736
74122024,0.34,college_computer_science,0.23,100
74122024,0.34,college_medicine,0.28901734104046245,173
74122024,0.34,formal_logic,0.23809523809523808,126
74122024,0.34,high_school_statistics,0.4305555555555556,216
74122024,0.34,international_law,0.19834710743801653,121
74122024,0.34,ALL_FILTERED,0.29891304347826086,736
74122024,0.35,college_computer_science,0.32,100
74122024,0.35,college_medicine,0.24855491329479767,173
74122024,0.35,formal_logic,0.2777777777777778,126
74122024,0.35,high_school_statistics,0.4351851851851852,216
74122024,0.35,international_law,0.1652892561983471,121
74122024,0.35,ALL_FILTERED,0.30434782608695654,736
74122024,0.36,college_computer_science,0.31,100
74122024,0.36,college_medicine,0.26011560693641617,173
74122024,0.36,formal_logic,0.2857142857142857,126
74122024,0.36,high_school_statistics,0.4444444444444444,216
74122024,0.36,international_law,0.256198347107438,121
74122024,0.36,ALL_FILTERED,0.32472826086956524,736
74122024,0.37,college_computer_science,0.3,100
74122024,0.37,college_medicine,0.24277456647398843,173
74122024,0.37,formal_logic,0.3412698412698413,126
74122024,0.37,high_school_statistics,0.4583333333333333,216
74122024,0.37,international_law,0.24793388429752067,121
74122024,0.37,ALL_FILTERED,0.33152173913043476,736
74122024,0.38,college_computer_science,0.31,100
74122024,0.38,college_medicine,0.24855491329479767,173
74122024,0.38,formal_logic,0.31746031746031744,126
74122024,0.38,high_school_statistics,0.3611111111111111,216
74122024,0.38,international_law,0.256198347107438,121
74122024,0.38,ALL_FILTERED,0.3029891304347826,736
74122024,0.39,college_computer_science,0.3,100
74122024,0.39,college_medicine,0.28901734104046245,173
74122024,0.39,formal_logic,0.19047619047619047,126
74122024,0.39,high_school_statistics,0.39351851851851855,216
74122024,0.39,international_law,0.2066115702479339,121
74122024,0.39,ALL_FILTERED,0.2907608695652174,736
74122024,0.4,college_computer_science,0.23,100
74122024,0.4,college_medicine,0.28901734104046245,173
74122024,0.4,formal_logic,0.2857142857142857,126
74122024,0.4,high_school_statistics,0.36574074074074076,216
74122024,0.4,international_law,0.2231404958677686,121
74122024,0.4,ALL_FILTERED,0.2921195652173913,736
74122024,0.41,college_computer_science,0.34,100
74122024,0.41,college_medicine,0.2543352601156069,173
74122024,0.41,formal_logic,0.30952380952380953,126
74122024,0.41,high_school_statistics,0.3425925925925926,216
74122024,0.41,international_law,0.21487603305785125,121
74122024,0.41,ALL_FILTERED,0.29483695652173914,736
74122024,0.42,college_computer_science,0.33,100
74122024,0.42,college_medicine,0.28901734104046245,173
74122024,0.42,formal_logic,0.29365079365079366,126
74122024,0.42,high_school_statistics,0.35185185185185186,216
74122024,0.42,international_law,0.2066115702479339,121
74122024,0.42,ALL_FILTERED,0.30027173913043476,736
74122024,0.43,college_computer_science,0.33,100
74122024,0.43,college_medicine,0.19653179190751446,173
